Datum;Zeit;Temperatur;Einheit;Sollwert;Einheit;P-Ausgabe;Einheit
13.12.2021;14:11:01,468513;549,9;°C;550,0;°C;50,0;%
13.12.2021;14:11:01,469369;549,9;°C;550,0;°C;50,0;%
13.12.2021;14:11:01,470226;549,9;°C;550,0;°C;50,0;%
13.12.2021;14:11:01,471083;549,9;°C;550,0;°C;50,0;%
13.12.2021;14:11:01,471940;549,9;°C;550,0;°C;50,0;%
13.12.2021;14:11:01,472797;549,9;°C;550,0;°C;50,0;%
13.12.2021;14:11:01,473654;549,9;°C;550,0;°C;50,0;%
13.12.2021;14:11:01,474510;549,9;°C;550,0;°C;50,0;%
13.12.2021;14:11:01,475367;549,9;°C;550,0;°C;50,0;%
13.12.2021;14:11:01,476224;549,9;°C;550,0;°C;50,0;%
13.12.2021;14:11:01,477080;549,9;°C;550,0;°C;50,0;%
13.12.2021;14:11:01,477938;549,9;°C;550,0;°C;50,0;%
13.12.2021;14:11:01,478864;549,9;°C;550,0;°C;50,0;%
13.12.2021;14:11:01,479790;549,9;°C;550,0;°C;50,0;%
13.12.2021;14:11:01,480715;549,9;°C;550,0;°C;50,0;%
13.12.2021;14:11:01,481641;549,9;°C;550,0;°C;50,0;%
13.12.2021;14:11:01,482566;549,9;°C;550,0;°C;50,0;%
13.12.2021;14:11:01,483492;549,9;°C;550,0;°C;50,0;%
13.12.2021;14:11:01,484417;549,9;°C;550,0;°C;50,0;%
13.12.2021;14:11:01,485343;549,9;°C;550,0;°C;50,0;%
13.12.2021;14:11:01,486269;549,9;°C;550,0;°C;50,0;%
13.12.2021;14:11:01,487195;549,9;°C;550,0;°C;50,0;%
13.12.2021;14:11:01,488120;549,9;°C;550,0;°C;50,0;%
13.12.2021;14:11:01,489045;549,9;°C;550,0;°C;50,0;%
13.12.2021;14:11:01,489971;549,9;°C;550,0;°C;50,0;%
13.12.2021;14:11:01,490897;549,9;°C;550,0;°C;50,0;%
13.12.2021;14:11:01,491826;549,9;°C;550,0;°C;50,0;%
13.12.2021;14:11:01,492754;549,9;°C;550,0;°C;50,0;%
